time	FN	GP	GA	ST	ET	EP	EH	WX	WY	WZ	WC	Area	Amplitude	Position	width	base0	base1	base2	Area error	Amplitude error	Position error	width error	base0 error	base1 error	base2 error	chi/m	residual noise	
        2457882.186284723	        9.000000000000000	        1.000000000000000	       -18.43700000000000	        20.10000000000000	        286.8500000000000	        762.4425000000000	        8523.347409877339	       -2.109250000000000	        1.604500000000000	      -0.7295001000000000	        338.8790000000000	   1.196430376545388E-006	     0.004056286757675773	       0.1058723361810822	       0.1464366587692061	      0.09977439994124449	     -0.05228294009392252	     -0.05889733572660503	   4.179470743866870E-008	   9.952032792410693E-005	    0.0004940381054687499	     0.001522648626391684	    0.0001175997041951951	   5.532606630289041E-005	    0.0004254592049102783	        13.70638573318942	    0.0009428188976180467	
        2457882.186319445	        16.00000000000000	        1.000000000000000	       -18.43700000000000	        20.10000000000000	        286.8500000000000	        762.4425000000000	        8507.661531832930	      -0.8762500000000000	        1.651750000000000	      0.04125000000000000	        338.9580000000000	  -1.324012378124248E-006	     0.003396070177211732	       0.1019584851092372	       0.1355317807713189	       0.1152186869557053	     -0.05998784611581050	     -0.06578308574368336	  -3.860363011765422E-008	   6.889797075209920E-005	    0.0004085916859489932	     0.001202029971384191	    0.0001054306925328859	   5.348495411925872E-005	    0.0003984771695144621	        15.26890553521608	    0.0009951087203146003	
        2457882.186365741	        23.00000000000000	        1.000000000000000	       -18.43700000000000	        20.00000000000000	        286.8500000000000	        762.3000000000000	        8493.577066199938	       -2.092000000000000	       0.8642501000000000	       0.7700000000000000	        339.1500000000000	   2.448716613559169E-006	     0.004395265847308393	       0.1055285359359064	       0.1502582439855108	       0.1363056382512554	     -0.07107884296155909	     -0.08154072449774738	   6.224406275352637E-008	   7.867719013818614E-005	    0.0003599187827253989	     0.001129733999798381	    0.0001226523069871323	   5.577937634113220E-005	    0.0004376590791710825	        22.39641665078546	     0.001205191481238534	
        2457882.186400463	        30.00000000000000	        1.000000000000000	       -18.43700000000000	        20.10000000000000	        286.8500000000000	        762.4425000000000	        8476.291239502756	       -1.712500000000000	      0.05850000000000000	      -0.2455000000000000	        339.1110000000000	   1.245372247069638E-006	     0.004077563900738808	       0.1031770544887629	       0.1463093016318938	       0.1066512757311039	     -0.05639411139581862	     -0.06067625190118275	   4.066733908875543E-008	   9.359651800485413E-005	    0.0004576702713143352	     0.001419308102234903	    0.0001187720627420986	   5.486934500652953E-005	    0.0004296046399940412	        14.69961322611304	    0.0009763820822831799	
        2457882.186435186	        37.00000000000000	        1.000000000000000	       -18.43700000000000	        20.00000000000000	        286.8500000000000	        762.1567500000000	        8479.496142447180	       -1.980250000000000	        1.218250000000000	     -0.07650000999999999	        339.4430000000000	  -9.034470914635027E-007	     0.003489348734045597	       0.1040240640208885	       0.1383029203859472	       0.1299873736890922	     -0.06845535331260248	     -0.07235616725592395	  -2.383773792034836E-008	   6.411478037706106E-005	    0.0003731326127135439	     0.001107929612250927	    0.0001077381441122522	   5.400460173791214E-005	    0.0004025931678071260	        20.29444148985443	     0.001147241556618056	
        2457882.186481482	        44.00000000000000	        1.000000000000000	       -18.43700000000000	        20.00000000000000	        286.8500000000000	        762.3000000000000	        8446.514878316422	       -2.576750000000000	        1.632250000000000	      -0.1600000000000000	        339.0350000000000	   2.853588771926298E-006	     0.004502067413469419	       0.1055964934680837	       0.1514646495816665	       0.1158545802368866	     -0.06040368236519038	     -0.06772461258077617	   8.518405687563803E-008	   9.470075428449321E-005	    0.0004231095419501535	     0.001335403996837770	    0.0001242456055974839	   5.599913463426717E-005	    0.0004409075033983461	        16.90509831002545	     0.001047069767920411	
        2457882.186516204	        51.00000000000000	        1.000000000000000	       -18.43700000000000	        20.10000000000000	        286.9500000000000	        762.1567500000000	        8503.707529348803	       -2.255000000000000	        1.170500000000000	     -0.01675000000000000	        338.8670000000000	   4.694825198336927E-006	     0.004968357065845142	       0.1039830098994281	       0.1569099561613218	       0.1265505681159074	     -0.06504199640010940	     -0.07502150659257244	   1.283186901612858E-007	   9.594796796373172E-005	    0.0003880556413567380	     0.001258438555866473	    0.0001317243628169975	   5.646861420744177E-005	    0.0004592811293704890	        22.83837419310606	     0.001217024351801289	
        2457882.186550926	        58.00000000000000	        1.000000000000000	       -18.43700000000000	        20.10000000000000	        286.8500000000000	        762.4425000000000	        8429.239460062647	       -3.229000000000000	        2.318750000000000	      -0.2250000000000000	        338.7830000000000	   1.232857722296718E-006	     0.004069399946787208	       0.1038816180378014	       0.1464396761954165	       0.1217869529814660	     -0.06217509027041689	     -0.07498964941176288	   3.517516702614734E-008	   8.155813332433198E-005	    0.0004020741613591053	     0.001243214283100556	    0.0001179311120329458	   5.514097514100917E-005	    0.0004277992106848014	        20.15819284582438	     0.001143385335753768	
        2457882.186597223	        65.00000000000000	        1.000000000000000	       -18.43700000000000	        20.10000000000000	        286.8500000000000	        762.3000000000000	        8415.142526536027	       -3.844500000000000	        2.000000000000000	       0.1707500000000000	        339.0130000000000	   5.007739287454599E-007	     0.003890433612465917	       0.1026507907219500	       0.1431931281982931	       0.1350147453685123	     -0.07034591055751310	     -0.07705798564773060	   1.276396554120100E-008	   6.957393370951661E-005	    0.0003560496283559888	     0.001089004069965224	    0.0001150572120883988	   5.457000997312584E-005	    0.0004210061567846769	        22.07597979942699	     0.001196538973853464	
        2457882.186631945	        72.00000000000000	        1.000000000000000	       -18.43700000000000	        20.10000000000000	        286.9500000000000	        762.3000000000000	        8470.515415068518	       -3.215000000000000	        1.365500000000000	      -0.2990000000000000	        338.6600000000000	   5.857108839368121E-006	     0.005260033451503428	       0.1070126287445067	       0.1599316353023247	       0.1381543449775405	     -0.07092034917404994	     -0.08790783699841917	   1.456695702128196E-007	   9.252339123311205E-005	    0.0003572871570916708	     0.001164409843670746	    0.0001343464602552273	   5.725362300013456E-005	    0.0004644576174074511	        26.88972341322399	     0.001320564810526448	
