MIRICO/SHELL project - Processed LDS file generated on
Mon May 08 20:52:32 2017
Time stamp for record start
05/08/2017  16:28:15.0000
Nb of points in the record
         615
Beam position index
       1.0000000
Beam angle (degrees)
      -18.437000
Open Path length (m)
       17.445000
****************** Temporal data record ************************
Elapsed time   Temp   Press   Humidity   Wind X   Wind Y   Wind Z   Speed of sound   CH4 vmr   CH4 vmr error  
Seconds   Kelvin   Pa   ppmv   m/s   m/s   m/s   m/s   ppmv   ppmv  
      0.00000000       286.85000       101650.64       8523.3474      -2.1092500       1.6045000     -0.72950010       338.87900       1.1964304     0.041794707
       2.9999837       286.85000       101650.64       8507.6615     -0.87625000       1.6517500     0.041250000       338.95800      -1.3240124    -0.038603630
       7.0000023       286.85000       101631.64       8493.5771      -2.0920000      0.86425010      0.77000000       339.15000       2.4487166     0.062244063
       9.9999860       286.85000       101650.64       8476.2912      -1.7125000     0.058500000     -0.24550000       339.11100       1.2453722     0.040667339
       13.000010       286.85000       101612.54       8479.4961      -1.9802500       1.2182500    -0.076500010       339.44300     -0.90344709    -0.023837738
       16.999988       286.85000       101631.64       8446.5149      -2.5767500       1.6322500     -0.16000000       339.03500       2.8535888     0.085184057
       20.000012       286.95000       101612.54       8503.7075      -2.2550000       1.1705000    -0.016750000       338.86700       4.6948252      0.12831869
       22.999996       286.85000       101650.64       8429.2395      -3.2290000       2.3187500     -0.22500000       338.78300       1.2328577     0.035175167
       27.000014       286.85000       101631.64       8415.1425      -3.8445000       2.0000000      0.17075000       339.01300      0.50077393     0.012763966
       29.999998       286.95000       101631.64       8470.5154      -3.2150000       1.3655000     -0.29900000       338.66000       5.8571088      0.14566957
       32.999982       286.85000       101650.64       8397.8740     -0.57800000       1.6560000     0.047500000       338.97600       4.7256281      0.11518500
       37.000000       286.95000       101631.64       8454.7259      -1.3410000       3.3260000     -0.28450000       338.58300       3.3242439     0.092189025
       39.999984       286.85000       101650.64       8397.8740      -2.0740000       3.3795000     -0.45050000       338.89300       7.2982654      0.17035391
       43.000008       286.95000       101650.64       8484.7059      -2.8395000       1.4037500     -0.29375000       338.90200     -0.26064987   -0.0064593375
       45.999992       286.85000       101650.64       8429.2395      -2.7465000       1.5932500     -0.50175010       338.92500     -0.15945242   -0.0049949426
       50.000010       286.85000       101631.64       8430.8285      -2.2202500       1.5200000    -0.078500000       338.69300       3.3768137     0.088303662
       52.999994       286.75000       101631.64       8360.0914      -1.6037500       1.6265000      0.55375000       338.85400       6.0551448      0.15422786
       56.000018       286.75000       101650.64       8358.5158      -3.2077500       1.5382500     -0.37600000       338.53900       2.9919786     0.085837298
       59.999996       286.85000       101631.64       8446.5149      -1.9122500       1.6197500      0.70350000       338.82900       3.0777587     0.092600860
       63.000020       286.85000       101631.64       8446.5149      -1.3685000       1.5087500     -0.14700000       338.86100      -1.4048076    -0.049746977
       66.000004       286.85000       101650.64       8429.2395      -2.5585000       1.0830000      0.52550000       339.02900     -0.36691795    -0.012535749
       69.999982       286.85000       101650.64       8429.2395      -1.8380000       1.7660000      0.67325000       338.66600       3.4298259     0.085914478
       73.000006       286.85000       101650.64       8429.2395      -2.6247500       1.3155000     0.083750000       338.88400       5.2433699      0.15403716
       75.999990       286.85000       101650.64       8444.9229      -1.8247500       1.6055000     -0.20475000       338.96500       2.7990604     0.085147492
       80.000009       286.85000       101631.64       8446.5149      -2.4145000       1.4345000     -0.36400000       338.80900      0.67707030     0.021148988
       82.999992       286.85000       101650.64       8444.9229      -2.9857500       1.5182500     -0.61150000       338.99900     -0.18359791   -0.0051047865
       86.000016       286.85000       101650.64       8444.9229      -1.7987500       2.0305000    0.0075000000       338.82600       2.1293635     0.062218790
       89.999995       286.75000       101631.64       8391.2568      -1.6832500       1.0250000      0.22450000       338.90600       2.9434610     0.080125396
