MIRICO/SHELL project - Processed LDS file generated on
Mon May 08 21:00:06 2017
Time stamp for record start
05/08/2017  16:28:17.0000
Nb of points in the record
         614
Beam position index
       5.0000000
Beam angle (degrees)
       8.5500000
Open Path length (m)
       41.505000
****************** Temporal data record ************************
Elapsed time   Temp   Press   Humidity   Wind X   Wind Y   Wind Z   Speed of sound   CH4 vmr   CH4 vmr error  
Seconds   Kelvin   Pa   ppmv   m/s   m/s   m/s   m/s   ppmv   ppmv  
       961.00002       286.35000       101650.64       8551.3360     -0.52550000       1.7947500      0.29625000       338.81400     -0.52376273   -0.0064809087
       964.00000       286.35000       101650.64       8536.1524     -0.84800000       1.6622500     -0.49325000       339.00300      -1.1718157    -0.017758911
       967.00003       286.45000       101650.64       8607.8360      -2.5072500       1.9272500     -0.84500000       338.61500     -0.24735453   -0.0037404926
       971.00000       286.35000       101671.64       8534.3743      -1.6405000       1.5417500   -0.0020000000       338.74000     -0.11337737   -0.0014866168
       974.00003       286.55000       101650.64       8618.5089      -2.2582500       2.5937500     -0.47550000       338.69900       5.2794524     0.076329349
       977.00001       286.55000       101650.64       8603.1236      -1.4915000       3.0145000     -0.41200000       338.87100       1.1983104     0.016570202
       981.00003       286.55000       101650.64       8556.9708      -1.7852500       2.2980000     -0.17125000       338.63200     -0.32327902   -0.0038057872
       984.00001       286.45000       101650.64       8470.2889      -2.2775000       1.5085000      0.57100000       338.60600      0.28955108    0.0032615451
       987.00000       286.45000       101650.64       8439.7280      -1.7945000       2.2135000     -0.65075000       338.66100      0.52841803    0.0068015153
       991.00002       286.35000       101650.64       8353.9838      -1.9802500       2.3940000     -0.17075000       338.69800      0.31616550    0.0031768885
       994.00000       286.45000       101631.64       8380.1911     -0.85050000       2.0750000      0.17775000       338.63000      0.70028728    0.0084206612
       997.00002       286.45000       101631.64       8364.9103      -1.5912500       2.0060000     -0.80475000       338.71000       1.2139587     0.017743191
       1001.0000       286.35000       101631.64       8310.0180     -0.99225000       2.7477500     -0.41975000       338.53900      0.41513980    0.0046666412
       1004.0000       286.35000       101631.64       8325.1977     -0.59450000       2.1675000      0.13450000       338.95800     -0.60360875   -0.0074572634
       1007.0000       286.35000       101650.64       8293.2756     -0.95150010       1.5652500     0.049750000       338.93900       3.2361851     0.049395864
       1011.0000       286.45000       101650.64       8378.6117      -1.2380000       1.3390000     -0.43325000       338.72900      0.56898628    0.0061903335
       1014.0000       286.35000       101671.64       8321.8954     -0.42850000      0.33500000      0.25275000       338.99100      -1.6383513    -0.023431826
       1017.0000       286.35000       101671.64       8306.7218      -1.7550000       1.2062500     -0.27600000       338.76100       1.9554106     0.024970984
       1021.0000       286.25000       101650.64       8253.8903     -0.90700010      0.88350000      0.11125000       338.96600       1.4084875     0.015007225
       1024.0000       286.35000       101650.64       8338.8061     -0.86250000       1.2842500      0.14450000       338.92800       2.3877649     0.024449764
       1027.0000       286.35000       101650.64       8323.6288     -0.64950000       1.3267500      0.14950000       339.03600     -0.77087569    -0.010669283
       1031.0000       286.35000       101631.64       8340.3779      -1.2670000       1.0515000    -0.047500000       338.88300       1.5683196     0.017520610
       1034.0000       286.35000       101650.64       8338.8061      -2.2940000       2.4635000     -0.36025000       338.72100    -0.061654356  -0.00067459327
       1037.0000       286.35000       101650.64       8353.9838      -2.5345000       2.0032500     -0.24350000       338.69800     -0.28478812   -0.0040280763
       1041.0000       286.25000       101631.64       8330.8465      -2.0080000       1.6085000     -0.66050000       338.71200      0.13506622    0.0014183975
       1044.0000       286.35000       101650.64       8399.5198     -0.72850000       1.9262500     -0.19100000       338.81200       1.3155753     0.015197975
       1047.0000       286.65000       101631.64       8615.0428      -1.0527500       1.1822500     -0.32775000       338.90900       2.2120933     0.042015284
       1051.0000       286.25000       101650.64       8434.8361      -1.1037500       3.7627500      0.67650000       338.78200     -0.88399420    -0.011429465
       1054.0000       286.25000       101631.64       8481.6814      -2.7862500       1.7232500     -0.51725000       338.79200       2.2974839     0.026292302
       1057.0000       286.25000       101671.64       8493.3965      -2.2395000       2.1845000     -0.27225000       338.79500      0.19067089    0.0019977415
       1061.0000       286.25000       101671.64       8508.4768      -2.1637500       1.8840000     -0.86825000       338.84200     0.037986359   0.00045776147
       1064.0000       286.55000       101650.64       8680.0545      -2.7587500       1.8495000     -0.29550000       338.83900      0.94072114     0.010287498
       1067.0000       286.35000       101631.64       8568.1353      -1.3052500       1.4357500     -0.15050000       338.86800     -0.62089262   -0.0074760213
       1070.0000       286.25000       101671.64       8478.3165      -1.6027500      0.94775000     -0.27925000       338.92900      0.41190971    0.0040145452
       1074.0000       286.25000       101631.64       8466.5959      -1.6305000       1.7222500     -0.49300000       338.76200       1.2162516     0.013746713
       1077.0000       286.35000       101650.64       8505.7864      -1.8777500       1.4355000   -0.0067500000       338.89400     -0.59669464   -0.0067174401
       1080.0000       286.25000       101650.64       8449.9179      -1.3647500       1.4687500      0.18825000       339.09200      0.12619468    0.0013099172
       1084.0000       286.25000       101650.64       8449.9179      -1.1290000       1.6902500      0.16150000       338.95500      0.60357546    0.0065714010
       1087.0000       286.25000       101631.64       8451.5108      -1.4710000       1.2022500      0.12750000       338.89000       2.6726925     0.029908030
       1090.0000       286.35000       101671.64       8534.3743      -2.3062500      0.90375010      0.18400000       338.86300      -1.0166528    -0.011732223
