time	FN	GP	GA	ST	ET	EP	EH	WX	WY	WZ	WC	Area	Amplitude	Position	width	base0	base1	base2	Area error	Amplitude error	Position error	width error	base0 error	base1 error	base2 error	chi/m	residual noise	
        2457882.186307871	        14.00000000000000	        6.000000000000000	        13.60000000000000	        20.20000000000000	        286.8500000000000	        762.3000000000000	        8509.265438308994	       -2.541250000000000	        2.424750000000000	      -0.2187500000000000	        339.0830000000000	  -2.238167405652789E-006	     0.003583427613103394	       0.1079859748966894	       0.1149117696071164	       0.1433072483778272	      -0.1096875979681753	     -0.06812377667830853	  -8.316822938182372E-008	   9.122400293812181E-005	    0.0005136565696210732	     0.001344684084989754	    0.0002073991610596729	    0.0001184288607393031	    0.0008408315714343882	        4.543751471656697	     0.001275340275435050	
        2457882.186354167	        21.00000000000000	        6.000000000000000	        13.60000000000000	        20.00000000000000	        286.8500000000000	        762.3000000000000	        8493.577066199938	       -1.646750000000000	       0.1475000000000000	       0.3060000000000000	        339.0280000000000	  -6.449768777476858E-007	     0.004129377308361133	       0.1088088474767486	       0.1201874650390768	       0.1287069893099430	      -0.1033277179646204	     -0.05088525530162821	  -2.619175873868131E-008	    0.0001152935192175473	    0.0005682657948735071	     0.001525000775204605	    0.0002217581377550043	    0.0001192423071060791	    0.0008754491099188600	        3.946409983301393	     0.001188555846164889	
        2457882.186388889	        28.00000000000000	        6.000000000000000	        13.60000000000000	        20.10000000000000	        286.8500000000000	        762.3000000000000	        8493.577066199938	       -1.679000000000000	       0.8950000000000000	       0.1312500000000000	        339.2220000000000	  -1.617771143629087E-006	     0.003808231931591311	       0.1072311985108399	       0.1167710003472661	       0.1272619425604862	      -0.1033247973196227	     -0.04861212150500005	  -6.717879634433518E-008	    0.0001085763247597781	    0.0005737206209564050	     0.001519724514964891	    0.0002145867889587635	    0.0001181347019159737	    0.0008588040980340625	        3.329126003044590	     0.001091651401768839	
        2457882.186423612	        35.00000000000000	        6.000000000000000	        13.60000000000000	        20.10000000000000	        286.8500000000000	        762.3000000000000	        8477.889182180012	       -1.790000000000000	       0.5185000000000000	      -0.1492500000000000	        339.0740000000000	  -1.606859742583926E-007	     0.004266845134021645	       0.1090317809920025	       0.1223367159765501	       0.1314298194511383	      -0.1022071438425541	     -0.06213789799442179	  -6.423277371231241E-009	    0.0001173584770921082	    0.0005638268167093690	     0.001525460363228941	    0.0002252961775008333	    0.0001198025787566463	    0.0008861463771310017	        4.417503494916322	     0.001257496677273255	
        2457882.186469908	        42.00000000000000	        6.000000000000000	        13.60000000000000	        20.10000000000000	        286.8500000000000	        762.3000000000000	        8462.201786226431	       -2.071750000000000	       0.5210000000000000	       0.1885000000000000	        339.0960000000000	  -7.284478652541658E-007	     0.004106891491975276	       0.1068670349227894	       0.1197672542410167	       0.1443955854982152	      -0.1135770013073904	     -0.06206083054281726	  -2.630105556309300E-008	    0.0001019841191872190	    0.0005026797968686650	     0.001350157294306138	    0.0002213928482826031	    0.0001189326857649129	    0.0008773060168972165	        4.413462997823296	     0.001256922457018716	
        2457882.186504630	        49.00000000000000	        6.000000000000000	        13.60000000000000	        20.10000000000000	        286.8500000000000	        762.3000000000000	        8446.514878316422	       -2.005000000000000	        1.182250000000000	     -0.07200000000000000	        338.8720000000000	  -1.960027431506124E-008	     0.004326094443802289	       0.1071601215864298	       0.1223913756399373	       0.1162116236789877	     -0.09145228090589905	     -0.04770590063763579	  -8.831121875036171E-010	    0.0001343323030103598	    0.0006299380647253690	     0.001714027484070851	    0.0002281894612800016	    0.0001195703086448693	    0.0008932939120892764	        2.783587719079615	    0.0009982083693298469	
        2457882.186539352	        56.00000000000000	        6.000000000000000	        13.60000000000000	        20.00000000000000	        287.2500000000000	        762.3000000000000	        8654.686907156494	       -2.262250000000000	      0.09775001000000000	     -0.06150000000000000	        339.1160000000000	  -1.325209497420703E-006	     0.003919302058314943	       0.1102724490305200	       0.1174219089887066	       0.1012055341907533	     -0.08196853552072771	     -0.03527862426254780	  -6.802729551816099E-008	    0.0001380526621990830	    0.0007153062318884853	     0.001891602537454871	    0.0002147853121390223	    0.0001192136743854883	    0.0008545303553858446	        2.439650782285850	    0.0009345067411527351	
        2457882.186585649	        63.00000000000000	        6.000000000000000	        13.60000000000000	        20.10000000000000	        286.8500000000000	        762.1567500000000	        8416.737494086945	       -2.417500000000000	        2.353000000000000	       0.3207500000000000	        339.1490000000000	   3.559980124940513E-006	     0.005447194953069104	       0.1074854933781215	       0.1320641714806617	      0.08620358931151405	     -0.06761485551588961	     -0.03663814949167053	   2.106942890521175E-007	    0.0002234648133655691	    0.0008438485033572474	     0.002398323253150455	    0.0002548067556332827	    0.0001215806374964667	    0.0009600802418181780	        1.772239783188785	    0.0007964884270659184	
        2457882.186620371	        70.00000000000000	        6.000000000000000	        13.60000000000000	        20.00000000000000	        286.8500000000000	        762.3000000000000	        8415.142526536027	      -0.7345001000000000	        1.446750000000000	      0.07375000000000000	        339.2410000000000	  -1.973988762870824E-006	     0.003693728984012143	       0.1052895270946966	       0.1152745971373995	       0.1425882097668459	      -0.1159866365866171	     -0.05537524111501865	  -7.309566712067242E-008	   9.382702957244670E-005	    0.0005083904409576717	     0.001340380151967240	    0.0002118818728096855	    0.0001173725579333026	    0.0008543384766390445	        3.986078122424344	     0.001194515288576524	
        2457882.186655093	        77.00000000000000	        6.000000000000000	        13.60000000000000	        20.20000000000000	        286.9500000000000	        762.4425000000000	        8453.132353065555	       -1.434250000000000	        1.859500000000000	       0.1230000000000000	        338.8170000000000	  -1.377855804521393E-006	     0.003895366812089080	       0.1096915676966877	       0.1174264140758864	       0.1229346160452318	     -0.09841116536328182	     -0.05100126053602113	  -5.850480365196483E-008	    0.0001135004915546050	    0.0005917789598692600	     0.001564525440353133	    0.0002143145685411891	    0.0001189349754054908	    0.0008562391560203931	        3.463299748377759	     0.001113431835666941	
        2457882.186701390	        84.00000000000000	        6.000000000000000	        13.60000000000000	        20.20000000000000	        286.8500000000000	        762.3000000000000	        8399.457082620098	       -1.768750000000000	        1.244500000000000	       0.9125000000000000	        339.0390000000000	   1.331793473725314E-007	     0.004374075629245311	       0.1086345740765640	       0.1229018211747520	       0.1342781547644935	      -0.1052688420447275	     -0.05582232247510283	   5.171412157412483E-009	    0.0001169902904679380	    0.0005462334824746299	     0.001485163715651388	    0.0002281953491280757	    0.0001200471043329106	    0.0008916843664759220	        4.298851533396216	     0.001240494276989224	
        2457882.186736112	        91.00000000000000	        6.000000000000000	        13.60000000000000	        20.00000000000000	        286.8500000000000	        762.4425000000000	        8397.874046207127	       -1.494500000000000	        1.336250000000000	      -0.1800000000000000	        338.7720000000000	  -1.585933988321172E-006	     0.003815485812860094	       0.1082752149314487	       0.1169916722659207	       0.1418820093229700	      -0.1100619588517425	     -0.06269935109731183	  -5.874965761994097E-008	   9.698088918445191E-005	    0.0005144167030415902	     0.001360203334759810	    0.0002130539450298419	    0.0001188876082647703	    0.0008543051632499033	        4.377108887592478	     0.001251735038827073	
        2457882.186770834	        98.00000000000000	        6.000000000000000	        13.60000000000000	        20.20000000000000	        286.8500000000000	        762.4425000000000	        8413.556509239605	       -2.658000000000000	        1.607750000000000	      -0.2005000000000000	        338.8250000000000	   3.242373395606071E-006	     0.005312729264796395	       0.1142221507777299	       0.1322351832823340	       0.1351286603897786	      -0.1013748597211701	     -0.07471770032941189	   1.249453998670279E-007	    0.0001420346886664072	    0.0005556282917471187	     0.001560425311206476	    0.0002489302414163441	    0.0001237714613810808	    0.0009408825009147399	        5.572901952123377	     0.001412405398951989	
        2457882.186817130	        105.0000000000000	        6.000000000000000	        13.60000000000000	        20.00000000000000	        286.8500000000000	        762.1567500000000	        8432.426423878511	       -2.013000000000000	        1.371000000000000	      -0.8802500000000000	        338.8570000000000	   1.848738756930999E-006	     0.004904720454157812	       0.1127604089508531	       0.1281612520153231	       0.1220693208129772	     -0.09213611592096510	     -0.06814364255595873	   7.878735419502083E-008	    0.0001446678865999430	    0.0006084637670416683	     0.001681625516050831	    0.0002389471425595397	    0.0001223411978816705	    0.0009185965403430152	        4.230295831039361	     0.001230563528585384	
        2457882.186851853	        112.0000000000000	        6.000000000000000	        13.60000000000000	        20.20000000000000	        286.8500000000000	        762.4425000000000	        8444.922898699015	       -2.558250000000000	        1.357750000000000	      -0.1930000000000000	        338.6380000000000	  -4.272245972251340E-006	     0.002874309397464674	       0.1056464552093727	       0.1057181906182175	       0.1204552621657540	     -0.09409417131060428	     -0.05125303534088592	  -1.918717479285278E-007	   8.788784577463870E-005	    0.0006031352987295168	     0.001515383827568942	    0.0001880992030662362	    0.0001161504615319287	    0.0007916766234516654	        2.918713110153532	     0.001022150198701646	
        2457882.186886575	        119.0000000000000	        6.000000000000000	        13.60000000000000	        20.10000000000000	        286.8500000000000	        762.3000000000000	        8415.142526536027	      -0.9225000000000000	        2.460000000000000	       0.4220000000000000	        339.0760000000000	   1.504287036654993E-006	     0.004784610757574158	       0.1085616039789773	       0.1275592548277965	       0.1566035477806498	      -0.1178709593575967	     -0.08775267340771009	   5.018488317507374E-008	    0.0001102511530175323	    0.0004749758576015398	     0.001316204069117963	    0.0002382063610308310	    0.0001208674526495781	    0.0009221139832083307	        5.979373829999094	     0.001463006397010899	
        2457882.186921297	        126.0000000000000	        6.000000000000000	        13.60000000000000	        20.10000000000000	        286.8500000000000	        762.4425000000000	        8413.556509239605	       -3.395750000000000	        1.921750000000000	      -0.2797500000000000	        338.6240000000000	  -1.574638557702373E-006	     0.003803319513822648	       0.1054767859120659	       0.1175234700462821	       0.1084924783405083	     -0.08518156520593491	     -0.04585864928158750	  -7.736324113846793E-008	    0.0001282753530376138	    0.0006797585910947562	     0.001810282623206848	    0.0002156637389470187	    0.0001181014637254434	    0.0008637568901209468	        2.775716342387916	    0.0009967957383071031	
