SHELL09/05/17,15:10:10,0091.40
SHELL09/05/17,15:11:20,0091.40
SHELL09/05/17,15:12:30,0091.35
SHELL09/05/17,15:13:40,0091.35
SHELL09/05/17,15:14:50,0091.30
SHELL09/05/17,15:16:00,0091.30
SHELL09/05/17,15:17:10,0091.25
SHELL09/05/17,15:18:20,0091.25
SHELL09/05/17,15:19:30,0091.25
SHELL09/05/17,15:20:40,0091.20
SHELL09/05/17,15:21:50,0091.20
SHELL09/05/17,15:23:00,0091.15
SHELL09/05/17,15:24:10,0091.15
SHELL09/05/17,15:25:20,0091.10
SHELL09/05/17,15:26:30,0091.10
SHELL09/05/17,15:27:40,0091.05
SHELL09/05/17,15:28:50,0091.05
SHELL09/05/17,15:30:00,0091.00
SHELL09/05/17,15:31:10,0091.00
SHELL09/05/17,15:32:20,0091.00
SHELL09/05/17,15:33:30,0090.95
SHELL09/05/17,15:34:40,0090.95
SHELL09/05/17,15:35:50,0090.95
SHELL09/05/17,15:37:00,0090.95
SHELL09/05/17,15:38:10,0090.95
SHELL09/05/17,15:39:20,0090.95
SHELL09/05/17,15:40:30,0090.95
SHELL09/05/17,15:41:40,0090.95
SHELL09/05/17,15:42:50,0090.95
SHELL09/05/17,15:44:00,0090.95
SHELL09/05/17,15:45:10,0090.95
SHELL09/05/17,15:46:20,0090.95
SHELL09/05/17,15:47:30,0090.95
SHELL09/05/17,15:48:40,0090.95
SHELL09/05/17,15:49:50,0090.95
SHELL09/05/17,15:51:00,0090.95
SHELL09/05/17,15:52:10,0090.95
SHELL09/05/17,15:53:20,0090.95
SHELL09/05/17,15:54:30,0090.95
SHELL09/05/17,15:55:40,0090.95
SHELL09/05/17,15:56:50,0090.95
SHELL09/05/17,15:58:00,0090.95
